e0,e1,e2,e3,e4,e5
-5.48050649754745e-13,-4.5795736204556374e-12,-6.64702902848655e-11,-2.4317030869614584e-09,-3.245699739034154e-07,0.00044816002483392156
-6.431822558920667e-13,-5.341390667350357e-12,-7.650880499132456e-11,-2.742297188219891e-09,-3.5545428396892183e-07,0.00046958350393996016
-7.545522097375251e-13,-6.230693794845612e-12,-8.806375625592061e-11,-3.0925629309135974e-09,-3.8927928496756505e-07,0.0004919805706049621
-8.852610779926599e-13,-7.269372070511764e-12,-1.013626402304077e-10,-3.4875687895729825e-09,-4.263248130275074e-07,0.000515397660672899
-1.0392508822687254e-12,-8.48194539949753e-12,-1.166702702293284e-10,-3.9330251794710276e-09,-4.668973462222952e-07,0.000539883324802149
-1.2209956582478337e-12,-9.896937420043175e-12,-1.3429104865195697e-10,-4.435376620701356e-09,-5.113325425841465e-07,0.0005654883291227169
-1.436767665196232e-12,-1.1549701518813172e-11,-1.5457203912343288e-10,-5.0018894179693765e-09,-5.599980178496552e-07,0.0005922657604953155
-1.6907270347863687e-12,-1.3479297561372344e-11,-1.7791750737887303e-10,-5.640758917977247e-09,-6.132963837841154e-07,0.0006202711365719875
-1.989571105979557e-12,-1.573082832541174e-11,-2.0479014795848733e-10,-6.3612277037675385e-09,-6.716685816097348e-07,0.0006495625209022959
-2.3411536994657884e-12,-1.835832477425394e-11,-2.357209538558032e-10,-7.173719077072526e-09,-7.355975259195457e-07,0.0006802006433199505
-2.7540740218186614e-12,-2.1423963260319357e-11,-2.713226939996621e-10,-8.089986013295758e-09,-8.056121029026361e-07,0.0007122490258496086
-3.2400791844822097e-12,-2.5003139171567383e-11,-3.1230172443966204e-10,-9.123282243491331e-09,-8.822915471604398e-07,0.0007457741144103533
-3.8127725124723185e-12,-2.917915530342868e-11,-3.594716230820825e-10,-1.0288556211901754e-08,-9.662702313290724e-07,0.0007808454165724823
-4.4879754971099035e-12,-3.405460829481949e-11,-4.1376760766898457e-10,-1.1602665019791738e-08,-1.05824291580599e-06,0.0008175356456735745
-5.283416122091365e-12,-3.974520425825785e-11,-4.762628976398988e-10,-1.3084618737239268e-08,-1.1589704927080365e-06,0.0008559208715719659
-6.219254539305199e-12,-4.6386111504274574e-11,-5.481974765336881e-10,-1.4755855283698682e-08,-1.2692862879100994e-06,0.0008960806783614273
-7.318139575542937e-12,-5.413598257392047e-11,-6.3099423388332e-10,-1.6640549634591057e-08,-1.3901029469158653e-06,0.000938098329377984
-8.610208093639718e-12,-6.318239077186317e-11,-7.262979886252183e-10,-1.8765965613048678e-08,-1.522419993148986e-06,0.0009820609398262308
-1.0131397570339082e-11,-7.3739922864935e-11,-8.359956709506004e-10,-2.116285046278378e-08,-1.6673320929585218e-06,0.001028059657392295
-1.1919856470202026e-11,-8.606112956300563e-11,-9.622617520185456e-10,-2.3865878400940075e-08,-1.8260381116249274e-06,0.001076189851224647
-1.4022581576112927e-11,-1.0044110577798378e-10,-1.107600082503669e-09,-2.6914150800556736e-08,-1.9998510304718077e-06,0.0011265513096647025
-1.6497353043096683e-11,-1.1722381071338837e-10,-1.2748902568529484e-09,-3.035176345999247e-08,-2.1902088126755914e-06,0.0011792484471328823
-1.9408947796210024e-11,-1.368111427363883e-10,-1.4674461770273243e-09,-3.4228443041316076e-08,-2.398686297016811e-06,0.001234390520611366
-2.2833875090336994e-11,-1.5967109449441356e-10,-1.6890841933593482e-09,-3.8600272603849056e-08,-2.6270082272991736e-06,0.0012920918561736495
-2.6864092975608682e-11,-1.8635205190414699e-10,-1.9441988514427444e-09,-4.353049476589265e-08,-2.877063523389477e-06,0.0013524720860070586
-3.1606738122601846e-11,-2.1749265982727598e-10,-2.2378470133323887e-09,-4.9090427620174474e-08,-3.150920903551637e-06,0.0014156563964528252
-3.718768853686729e-11,-2.538414143997762e-10,-2.5758487876073794e-09,-5.536050508190843e-08,-3.4508460026243046e-06,0.001481775787552824
-4.375696985185249e-11,-2.9626799008966404e-10,-2.9649039196734167e-09,-6.243143011093787e-08,-3.7793201170299435e-06,0.0015509673446518863
-5.148707530823171e-11,-3.457853434843018e-10,-3.4127224137401426e-09,-7.040548946299532e-08,-4.139060728791211e-06,0.0016233745226169913
-6.058310318595416e-11,-4.035789802147751e-10,-3.928178936403606e-09,-7.939803718708189e-08,-4.533043988612724e-06,0.0016991474432641554
-7.128762898691899e-11,-4.710318148545454e-10,-4.521489072843936e-09,-8.953915946054535e-08,-4.9645293392446344e-06,0.001778443206602256
-8.388269771999588e-11,-5.497572668877004e-10,-5.204412045352506e-09,-1.0097555651327967e-07,-5.437086478591728e-06,0.001861426216551862
-9.870501953032602e-11,-6.416407250556494e-10,-5.990482728756619e-09,-1.1387266810046969e-07,-5.954624891268928e-06,0.0019482685218016724
-1.1614730249022906e-10,-7.488804839801314e-10,-6.895278935499418e-09,-1.2841706289540773e-07,-6.521426202240962e-06,0.0020391501725196106
-1.3667226738978046e-10,-8.740412459147223e-10,-7.936732958561601e-09,-1.448191418042939e-07,-7.142179584726359e-06,0.00213425959364617
-1.60825019903884e-10,-1.0201217452553294e-09,-9.135485894718296e-09,-1.6331617820663942e-07,-7.822020559165375e-06,0.002233793975562193
-1.8924532463092501e-10,-1.1906176620281874e-09,-1.0515297255605771e-08,-1.8417575077693058e-07,-8.566573487281452e-06,0.0023379596829170733
-2.226857632185129e-10,-1.389610637666557e-09,-1.2103511928959436e-08,-2.0769961325425937e-07,-9.38199808812759e-06,0.0024469726824905614
-2.620362685135915e-10,-1.6218610155392975e-09,-1.3931608427720713e-08,-2.3422806239998715e-07,-1.0275040408465628e-05,0.0025610589909539987
-3.0833878772979317e-10,-1.8929278797598708e-09,-1.603581745540192e-08,-2.641448569038919e-07,-1.1253088631376624e-05,0.002680455143471044
-3.628212798093173e-10,-2.20929923769168e-09,-1.845784102821006e-08,-2.9788277446275164e-07,-1.232423419625274e-05,0.002805408684104773
-4.269302071376858e-10,-2.5785423278841294e-09,-2.1245683574264428e-08,-3.3592986815260227e-07,-1.349733873903421e-05,0.002936178679053606
-5.023650150869921e-10,-3.0094960653582368e-09,-2.4454596043589986e-08,-3.7883652876245213e-07,-1.4782107410297541e-05,0.0030730362537723386
-5.911281681043439e-10,-3.5124758520329793e-09,-2.814817531862278e-08,-4.272234443817314e-07,-1.618916916367434e-05,0.003216265155094189
-6.955753903417625e-10,-4.099519063654422e-09,-3.2399627171445255e-08,-4.817905800676023e-07,-1.7730164687094655e-05,0.003366162339523075
-8.184775008490897e-10,-4.784676573096672e-09,-3.729321156229044e-08,-5.433273048780659e-07,-1.9417842709605914e-05,0.0035230385889202577
-9.630933246659878e-10,-5.584344310819701e-09,-4.292591645182025e-08,-6.127238113569706e-07,-2.1266165472201367e-05,0.0036872191548386786
-1.1332615727716492e-09,-6.517662657812323e-09,-4.9409375872373744e-08,-6.909839882849383e-07,-2.3290424238389558e-05,0.003859044432874967
-1.3334956566322085e-09,-7.606968590386497e-09,-5.687208624084685e-08,-7.792399498815129e-07,-2.550736579851796e-05,0.004038870668409903
-1.5691091916436743e-09,-8.878331942048339e-09,-6.546195059476212e-08,-8.78768408439932e-07,-2.7935331016676305e-05,0.0042270706952080555
-1.8463526977273332e-09,-1.0362180674682293e-08,-7.534921525731771e-08,-9.910091437936414e-07,-3.059440656302523e-05,0.004424034708416134
-2.1725803706601275e-09,-1.2094026062060387e-08,-8.672983745858139e-08,-1.1175858303121297e-06,-3.350659110063398e-05,0.004630171073557858
-2.556447444934813e-09,-1.4115315336804067e-08,-9.98293714182944e-08,-1.2603295289625231e-06,-3.669597726921936e-05,0.004845907173194807
-3.008137612295796e-09,-1.6474424618487188e-08,-1.1490743607257892e-07,-1.4213051738115332e-06,-4.018895101316406e-05,0.005071690293021258
-3.5396351154955046e-09,-1.9227813520588426e-08,-1.3226286595434677e-07,-1.6028414390083556e-06,-4.401440987361059e-05,0.005307988549218133
-4.1650442767442675e-09,-2.2441379016233754e-08,-1.522396312188226e-07,-1.8075644338010866e-06,-4.8204002052272206e-05,0.005555291859000185
-4.9009548294361345e-09,-2.6192031754106637e-08,-1.7523365417439642e-07,-2.038435683314513e-06,-5.27923882452205e-05,0.005814112956364
-5.766892260004219e-09,-3.0569535409545746e-08,-2.0170065516964588e-07,-2.298794972991438e-06,-5.7817528392419004e-05,0.006084988455136425
-6.785830425776971e-09,-3.567865567789936e-08,-2.3216518795699466e-07,-2.592408664122509e-06,-6.332099572131528e-05,0.006368479961535611
-7.98480489130135e-09,-4.164166925978874e-08,-2.672310326454734e-07,-2.9235241789807704e-06,-6.934832067677722e-05,0.006665175238551976
-9.39562410319023e-09,-4.860128868764991e-08,-3.07593164462688e-07,-3.2969314406765462e-06,-7.594936760758623e-05,0.006975689424555152
-1.1055718907853156e-08,-5.672407858315333e-08,-3.5405152608104554e-07,-3.7180321601384903e-06,-8.317874728924364e-05,0.007300666308661486
-1.3009131942638644e-08,-6.620443858000412e-08,-4.075268802497746e-07,-4.192917987051249e-06,-9.109626872821826e-05,0.00764077966550081
-1.530768813180472e-08,-7.726926116109914e-08,-4.69079063406278e-07,-4.728458625743118e-06,-9.976743395831368e-05,0.007996734652156761
-1.801237377834512e-08,-9.018335818246115e-08,-5.39927986853567e-07,-5.332401214292131e-06,-0.00010926397994192581,0.00836926927016385
-2.119494410755566e-08,-1.0525580586873643e-07,-6.214778163309461e-07,-6.0134823978836295e-06,-0.00011966447206022217,0.00875915589561037
-2.4939836799116407e-08,-1.2284733098155395e-07,-7.153447984092362e-07,-6.781554706596276e-06,-0.0001310549540795729,0.009167202880504694
-2.934640592637296e-08,-1.4337894727491793e-07,-8.233892933152841e-07,-7.647729081220968e-06,-0.00014352966000423116,0.009594256228733474
-3.453155913945434e-08,-1.6734203816005674e-07,-9.477526466706665e-07,-8.624535616043652e-06,-0.0001571917936724767,0.010041201350078605
-4.0632866302745015e-08,-1.9531010825466865e-07,-1.0908996339239055e-06,-9.726104810720612e-06,-0.00017215438257034969,0.010508964895934593
-4.781220193491258e-08,-2.279525156141338e-07,-1.2556673042664434e-06,-1.0968371981349852e-05,-0.00018854121291318537,0.01099851668054104
-5.626003887908007e-08,-2.6605048808060953e-07,-1.445321209973865e-06,-1.2369307782753922e-05,-0.0002064878537332964,0.01151087169170003
-6.620050792680782e-08,-3.105158195641418e-07,-1.6636201290687163e-06,-1.3949178175625397e-05,-0.00022614277844753826,0.012047092195143612
-7.789733780188231e-08,-3.624126939593188e-07,-1.914890555616324e-06,-1.5730837587054714e-05,-0.0002476685931891055,0.012608289936934842
-9.16608574717293e-08,-4.22983152564475e-07,-2.204112450698595e-06,-1.7740059528584955e-05,-0.00027124338205476305,0.013195628448446049
-1.0785622607088697e-07,-4.936768215305632e-07,-2.5370179417100683e-06,-2.0005909432130367e-05,-0.0002970621803983608,0.01381032545871624
-1.2691312100134025e-07,-5.761856050851502e-07,-2.920204927819389e-06,-2.2561165114947685e-05,-0.000325338588375715,0.014453655419159748
-1.4933713989605435e-07,-6.72484178146599e-07,-3.361267844641884e-06,-2.5442790947952853e-05,-0.0003563065380622723,0.015126952145891964
-1.7572321381701267e-07,-7.848772469668184e-07,-3.868948176601261e-06,-2.869247257106553e-05,-0.00039022222878423463,0.015831611585127088
-2.0677138887511942e-07,-9.160547007921745e-07,-4.453307704556785e-06,-3.235721992129774e-05,-0.0004273662466729092,0.01656909470739499
-2.433054007525579e-07,-1.0691559966224455e-06,-5.125927928238905e-06,-3.6490047291054805e-05,-0.0004680458859662578,0.01734093053656642
-2.8629453041030697e-07,-1.2478452884719226e-06,-5.90013959625892e-06,-4.115074022115508e-05,-0.0005125976912676112,0.018148719319982704
-3.3687931939498565e-07,-1.4563991286843759e-06,-6.791286913672958e-06,-4.6406720364953136e-05,-0.0005613902417915361,0.018994135846243997
-3.96401829849671e-07,-1.699808817853155e-06,-7.817031648433228e-06,-5.2334020807381206e-05,-0.0006148272006419063,0.019878932917546634
-4.6644125094832064e-07,-1.983899853739382e-06,-8.997703168436525e-06,-5.901838596422215e-05,-0.0006733506543363111,0.020804944983760735
-5.48855794891322e-07,-2.3154713585248527e-06,-1.0356701360795322e-05,-6.655651195702538e-05,-0.0007374447702044129,0.021774091945793862
-6.45831994631072e-07,-2.7024587988811178e-06,-1.1920960392322014e-05,-7.505744542923263e-05,-0.000807639801930787,0.022788383136106937
-7.599427194238444e-07,-3.154123903336922e-06,-1.3721482520681688e-05,-8.464416100971066e-05,-0.0008845164763664952,0.023849921484658806
-8.942154348996873e-07,-3.681276326810238e-06,-1.579395253245733e-05,-9.545534026617106e-05,-0.0009687107979084646,0.02496090787889436
-1.0522125187679876e-06,-4.2965323516834535e-06,-1.8179444986870048e-05,-0.00010764737787580474,-0.001060919310197002,0.026123645726816296
-1.23812578053491e-06,-5.0146168343767316e-06,-2.0925238274759302e-05,-0.00012139664403354501,-0.0011619048586447073,0.02734054573261174
-1.4568876715958873e-06,-5.852715618969432e-06,-2.408575163766197e-05,-0.00013690203582109476,-0.00127250290150079,0.028614130894720535
-1.7143021494296298e-06,-6.830886836100908e-06,-2.7723623708316065e-05,-0.00015438785446193821,-0.0013936284216284588,0.029947041736701
-2.0171986626736546e-06,-7.972540953826217e-06,-3.191095395502545e-05,-0.00017410705005946027,-0.0015262834961935244,0.03134204178174331
-2.373613336265655e-06,-9.305001057838043e-06,-3.6730731630571735e-05,-0.00019634488077548604,-0.0016715655868926745,0.03280202328214635
-2.7930021819809785e-06,-1.0860156778520714e-05,-4.2278480546383716e-05,-0.00022142303937997286,-0.00183067661929071,0.03433001321565617
-3.2864919774551534e-06,-1.2675227495274629e-05,-4.866415226897663e-05,-0.0002497043068607909,-0.0020049329263928505,0.035929179561041476
-3.867175466153634e-06,-1.4793653104383889e-05,-5.601430526441136e-05,-0.0002815978004170168,-0.002195776138701759,0.0376028378659194
-4.5504587233710735e-06,-1.726613366047058e-05,-6.447461318091073e-05,-0.00031756489174324326,-0.0024047851108561645,0.03935445812038692
-5.354469890592477e-06,-2.015184277780711e-05,-7.421275197012086e-05,-0.00035812588122889253,-0.0026336889835127703,0.04118767195065595
-6.300540130420028e-06,-2.3519843822939182e-05,-8.542172307230332e-05,-0.0004038675246277845,-0.002884381488531879,0.04310628014753868
-7.413769566044319e-06,-2.7450742802376953e-05,-9.832367853404816e-05,-0.00045545152104365294,-0.00315893661577261,0.045114260545261874
-8.72369320794525e-06,-3.203861749394884e-05,-0.00011317432386320371,-0.0005136240850497752,-0.0034596257711345998,0.04721577626679332
-1.0265064542544924e-05,-3.739326899475066e-05,-0.00013026798587276612,-0.0005792267413923494,-0.003788936567735878,0.04941518435257079
-1.207877757479042e-05,-4.364284957272503e-05,-0.00014994344597145943,-0.0006532084984304477,-0.004149593405660642,0.05171704479017978
-1.4212951782402961e-05,-5.093692972113805e-05,-0.00017259065448778704,-0.0007366395763912834,-0.004544580010471069,0.05412612996328364
-1.6724208766338477e-05,-5.945007779241193e-05,-0.00019865845910040588,-0.0008307268890313767,-0.004977164116853562,0.056647434538780676
-1.9679174467483188e-05,-6.938603790420593e-05,-0.00022866350054323364,-0.0009368315026094582,-0.0054509245014845355,0.05928618581182687
-2.315624680686094e-05,-8.098260608787637e-05,-0.0002632004518749892,-0.0010564883247109903,-0.005969780588578128,0.06204785452894858
-2.7247675636792914e-05,-9.451732138763295e-05,-0.00030295380422178407,-0.0011914283076731186,-0.006538024872759906,0.06493816621000537
-3.206201018728279e-05,-0.00011031410808791895,-0.00034871143254549674,-0.001343603487697885,-0.007160358427093132,0.06796311299008624
-3.7726978947719374e-05,-0.00012875102802993628,-0.0004013802102618843,-0.0015152152217164075,-0.007841929789441962,0.0711289660025356
-4.439287835121631e-05,-0.00015026932851729702,-0.0004620039820839286,-0.0017087460302586553,-0.008588377547973241,0.07444228832408746
-5.223656018177949e-05,-0.00017538400232322636,-0.0005317842512094662,-0.0019269955066236104,-0.009405876976850277,0.0779099485023759
-6.146612346306542e-05,-0.0002046961124507972,-0.0006121039906586785,-0.002173120811287201,-0.010301191106031102,0.08153913468457806
-7.232643527065315e-05,-0.00023890717652924796,-0.0007045550504162703,-0.0024506823365349657,-0.011281726644924172,0.08533736936352838
-8.510562689446015e-05,-0.0002788359549244868,-0.0008109697031476624,-0.002763695200747955,-0.012355595218454305,0.08931252475361764
-0.00010014273761409809,-0.0003254380441167038,-0.0009334569530464014,-0.003116687315398123,-0.01353168041619008,0.09347283880278172
-0.00011783670875525788,-0.00037982874386310726,-0.0010744443264426398,-0.0035147648620547866,-0.01481971120043349,0.0978269318378454
-0.000138656966439612,-0.0004433097448235443,-0.0012367259708699553,-0.003963686122449737,-0.016230342267674485,0.10238382382733313
-0.00016315587348367328,-0.0005174002743829274,-0.0014235180134989061,-0.00446994472335303,-0.01777524200928006,0.10715295222673651
-0.00019198338027641795,-0.0006038734445635675,-0.0016385222724478413,-0.005040863491035939,-0.019467188771275023,0.11214419034397163
-0.00022590426253889977,-0.0007047986695833537,-0.0018859995779990015,-0.00568470025870035,-0.021320176168669193,0.11736786612364773
-0.00026581840203558746,-0.000822591164529701,-0.002170854148147983,-0.0064107671358399525,-0.023349528265545032,0.12283478119348813
-0.00031278464626414314,-0.0009600697039941796,-0.0024987306772572787,-0.007229564932163629,-0.025572025485542296,0.1285562299377835
-0.00036804887698160495,-0.0011205240139116547,-0.0028761260412209916,-0.008152934631115464,-0.028006042164823122,0.13454401825212628
-0.0004330770272394552,-0.0013077933953104968,-0.0033105178009194157,-0.009194228029389986,-0.030671696695265555,0.14081048147757538
-0.0005095939149802398,-0.0015263584394162282,-0.0038105120012171764,-0.010368499897699649,-0.033591015220553536,0.14736850079277047
-0.0005996289110073617,-0.0017814479943397505,-0.004386013118231395,-0.011692724271424345,-0.03678810982918389,0.15423151703356267
-0.0007055696332568963,-0.002079163888960989,-0.005048419405021283,-0.013186037741222284,-0.04028937211624944,0.16141354047579495
-0.0008302250608408674,-0.0024266263138056367,-0.005810847325111304,-0.01487001287191256,-0.04412368283123752,0.16892915450768098
-0.000976899693387246,-0.0028321432051285293,-0.006688389240870048,-0.016768965113692712,-0.048322638048733206,0.17679351026395718
-0.0011494806458930969,-0.003305407477663672,-0.007698409030450319,-0.01891029675220071,-0.052920791829581114,0.1850223080969714
-0.0013525398680295801,-0.0038577265006209944,-0.00886088082379366,-0.021324881523742744,-0.05795591458843491,0.19363176008455413
-0.001591454007955759,-0.0045022887997561625,-0.010198776541053523,-0.024047493422497592,-0.06346926521342636,0.20263852543302777
-0.0018725447984263843,-0.005254473573022487,-0.011738508327299732,-0.027117282829203254,-0.06950587319622192,0.2120596073664772
-0.002203243213969665,-0.0061322091856638545,-0.013510432209679466,-0.030578302215217287,-0.07611482433738236,0.22191219554525898
-0.0025922810060784555,-0.007156387287862995,-0.015549419203111517,-0.034480082048564224,-0.08334953957616989,0.23221343174425346
-0.003049913522643042,-0.00835133944915827,-0.01789549941524369,-0.03887825473981559,-0.09126803055860812,0.2429800677959742
-0.003588177880014896,-0.009745383025402087,-0.020594583074067523,-0.043835219906426116,-0.09993310685467584,0.2542279728097293
-0.00422119045281504,-0.011371442043031591,-0.023699259246169984,-0.04942083701052032,-0.10941249707751562,0.26597143031595055
-0.004965487073635503,-0.013267746699424297,-0.027269667463349554,-0.0557131202425431,-0.11977882791179352,0.2782221438983903
-0.005840407973659361,-0.0154786108714595,-0.031374428250066345,-0.06279889354553878,-0.13110937904327113,0.29098784050249027
-0.006868526862836029,-0.01805527965813703,-0.03609160379757429,-0.07077433836876021,-0.14348549540455632,0.3042703223667519
-0.008076118933175995,-0.021056826813778715,-0.04150963718727857,-0.07974532975496415,-0.15699148768507587,0.318062770290045
-0.009493654964521127,-0.024551062683220135,-0.047728184206503585,-0.08982740356609971,-0.17171278423910163,0.3323460430401124
-0.011156296775617077,-0.028615383983074068,-0.054858701736054144,-0.10114512453003469,-0.18773300986330374,0.34708365376940525
-0.013104351365348812,-0.03333745406541473,-0.0630245865181316,-0.11383052772201364,-0.20512956021722858,0.36221504458585835
-0.015383615591254823,-0.03881554302935354,-0.07236056478045344,-0.12802018517206912,-0.2239671235375808,0.377646747003112
-0.018045509225903707,-0.0451582802529086,-0.08301091838447205,-0.14385031378091342,-0.24428849772512573,0.3932410499915341
-0.02114685306540031,-0.052483482490930954,-0.0951260095254293,-0.1614492181392784,-0.26610201114787324,0.40880196667132573
-0.024749106667330805,-0.06091563541501177,-0.10885646664070558,-0.1809263103020831,-0.2893649682830964,0.4240586929586441
-0.028916851924745853,-0.07058156180002968,-0.12434438354816794,-0.20235706815464707,-0.3139629385239399,0.4386475001908608
-0.03371532006034168,-0.081603867040132,-0.14171106256971644,-0.22576372444103326,-0.33968554225182374,0.45209417797696044
-0.039206846391698656,-0.09409199239338709,-0.16104131973512795,-0.2510923597455404,-0.36620076440789456,0.4638006825424498
