potential
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
3.9999999999999996
3.9999999999999996
3.9999999999999996
3.9999999999999996
3.999999999999999
3.999999999999999
3.9999999999999987
3.9999999999999982
3.999999999999998
3.999999999999997
3.9999999999999956
3.9999999999999942
3.9999999999999925
3.99999999999999
3.9999999999999862
3.9999999999999813
3.9999999999999747
3.9999999999999662
3.9999999999999547
3.999999999999939
3.9999999999999187
3.9999999999998908
3.999999999999854
3.9999999999998037
3.9999999999997367
3.999999999999647
3.9999999999995266
3.999999999999365
3.9999999999991487
3.999999999998858
3.9999999999984683
3.9999999999979456
3.999999999997245
3.999999999996305
3.9999999999950444
3.9999999999933538
3.9999999999910867
3.9999999999880456
3.999999999983967
3.9999999999784968
3.999999999971161
3.9999999999613216
3.999999999948126
3.9999999999304277
3.999999999906692
3.999999999874858
3.9999999998321636
3.9999999997749027
3.9999999996981064
3.999999999595109
3.999999999456973
3.999999999271709
3.9999999990232378
3.9999999986899963
3.999999998243063
3.9999999976436493
3.999999996839734
3.9999999957615477
3.999999994315517
3.999999992376144
3.999999989775116
3.999999986286696
3.9999999816081333
3.9999999753333877
3.999999966917889
3.999999955631279
3.99999994049402
3.999999920192388
3.9999998929644573
3.9999998564471846
3.999999807471329
3.9999997417864024
3.999999653691779
3.9999995355419524
3.999999377083008
3.9999991645627064
3.999998879536973
3.999998497269186
3.9999979845833633
3.999997296984926
3.9999963747991707
3.9999951379923315
3.99999347922579
3.999991254540679
3.9999882708645074
3.9999842692556973
3.9999789024321513
3.999971704634134
3.9999620512068645
3.9999491043967574
3.999931740660111
3.9999084531809275
3.999877221147323
3.9998353344587914
3.999779158682452
3.9997038199157906
3.999602782307313
3.999467281751482
3.9992855669375156
3.9990418824738754
3.9987151068956
3.9982769292541436
3.9976894094603805
3.9969017167905463
3.9958457745210434
3.9944304524702874
3.9925338388537845
3.989992984125043
3.986590339896451
3.9820359177053457
3.975943977438444
3.9678028556432916
3.9569364285183917
3.942455806317515
3.9232004150668787
3.897669041714855
3.863944330011315
3.8196194987487235
3.761744731846097
3.686823450304907
3.590904711467198
3.46983280785558
3.3197177183321442
3.137661470222533
2.92269458213207
2.6767397619551563
2.405271135049621
2.1172821161345965
1.8243286327527084
1.538779951063876
1.271799512399054
1.0317229708324467
0.8232895416306931
0.6477753003067148
0.5037449102495777
0.38803216802046236
0.29664402976703697
0.22543598713342128
0.17053399482049247
0.12854731214953352
0.09663718300247925
0.07249997130629682
0.05430766777497764
0.040633102101951035
0.03037525847911393
0.02269217011072966
0.01694413954749807
0.012647481480780876
0.00943777898611975
0.007041202618241371
0.00525239832984159
0.003917590543499827
0.0029217533707490695
0.0021789163343668427
0.0016248640706852946
0.0012116528613006494
0.0009034996221770619
0.00067370415655299
0.0005023473681493584
0.00037457113144157006
0.0002792935750663972
0.000208249974084751
0.0001552769545605237
0.00011577841244214682
8.632708667999367e-05
6.436737021520145e-05
4.7993656702605136e-05
3.5785036385238556e-05
2.668202264288766e-05
1.989462613627424e-05
1.4833807150171907e-05
1.1060361841064292e-05
8.246809025891366e-06
6.148971246400237e-06
4.584784518701923e-06
3.4184981756446575e-06
2.5488938173445774e-06
1.9005010378769782e-06
1.4170476703156965e-06
1.4170476703156965e-06
1.9005010378769782e-06
2.5488938173445774e-06
3.4184981756446575e-06
4.584784518701923e-06
6.148971246400237e-06
8.246809025891366e-06
1.1060361841064292e-05
1.4833807150171907e-05
1.989462613627424e-05
2.668202264288766e-05
3.5785036385238556e-05
4.7993656702605136e-05
6.436737021520145e-05
8.632708667999367e-05
0.00011577841244214682
0.0001552769545605237
0.000208249974084751
0.0002792935750663972
0.00037457113144157006
0.0005023473681493584
0.00067370415655299
0.0009034996221770619
0.0012116528613006494
0.0016248640706852946
0.0021789163343668427
0.0029217533707490695
0.003917590543499827
0.00525239832984159
0.007041202618241371
0.00943777898611975
0.012647481480780876
0.01694413954749807
0.02269217011072966
0.03037525847911393
0.04063310210195015
0.05430766777497764
0.07249997130629593
0.09663718300247837
0.1285473121495313
0.17053399482049247
0.22543598713341906
0.29664402976703697
0.3880321680204597
0.5037449102495777
0.6477753003067095
0.8232895416306931
1.03172297083244
1.2717995123990389
1.5387799510638676
1.8243286327526906
2.1172821161345876
2.4052711350496043
2.6767397619551487
2.9226945821320562
3.137661470222533
3.3197177183321394
3.46983280785558
3.590904711467195
3.686823450304907
3.7617447318460946
3.8196194987487235
3.863944330011314
3.897669041714855
3.9232004150668778
3.942455806317514
3.9569364285183912
3.967802855643291
3.9759439774384435
3.9820359177053453
3.986590339896451
3.989992984125043
3.9925338388537845
3.9944304524702874
3.9958457745210434
3.9969017167905463
3.9976894094603805
3.998276929254143
3.9987151068956
3.9990418824738754
3.9992855669375156
3.999467281751482
3.999602782307313
3.9997038199157906
3.999779158682452
3.9998353344587914
3.999877221147323
3.9999084531809275
3.999931740660111
3.9999491043967574
3.9999620512068645
3.999971704634134
3.9999789024321513
3.9999842692556973
3.9999882708645074
3.999991254540679
3.99999347922579
3.9999951379923315
3.9999963747991707
3.999997296984926
3.9999979845833633
3.999998497269186
3.999998879536973
3.9999991645627064
3.999999377083008
3.9999995355419524
3.999999653691779
3.9999997417864024
3.999999807471329
3.9999998564471846
3.9999998929644573
3.999999920192388
3.99999994049402
3.999999955631279
3.999999966917889
3.9999999753333877
3.9999999816081333
3.999999986286696
3.999999989775116
3.999999992376144
3.999999994315517
3.9999999957615477
3.999999996839734
3.9999999976436493
3.999999998243063
3.9999999986899963
3.9999999990232378
3.999999999271709
3.999999999456973
3.999999999595109
3.9999999996981064
3.9999999997749027
3.9999999998321636
3.999999999874858
3.999999999906692
3.9999999999304277
3.999999999948126
3.9999999999613216
3.999999999971161
3.9999999999784968
3.999999999983967
3.9999999999880456
3.9999999999910867
3.9999999999933538
3.9999999999950444
3.999999999996305
3.999999999997245
3.9999999999979456
3.9999999999984683
3.999999999998858
3.9999999999991487
3.999999999999365
3.9999999999995266
3.999999999999647
3.9999999999997367
3.9999999999998037
3.999999999999854
3.9999999999998908
3.9999999999999187
3.999999999999939
3.9999999999999547
3.9999999999999662
3.9999999999999747
3.9999999999999813
3.9999999999999862
3.99999999999999
3.9999999999999925
3.9999999999999942
3.9999999999999956
3.999999999999997
3.999999999999998
3.9999999999999982
3.9999999999999987
3.999999999999999
3.999999999999999
3.9999999999999996
3.9999999999999996
3.9999999999999996
3.9999999999999996
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
