e0,e1,e2,e3,e4,e5
-1.399559390052601e-10,2.652137914813553e-11,-1.5978441946378593e-11,1.143449876491994e-10,1.9294398027212423e-12,3.0430797599974934e-12
-1.6468593230749168e-10,3.095380281510968e-11,-1.8391512835616777e-11,1.2894961878619981e-10,2.113292360530362e-12,3.1853556658539884e-12
-1.937852917321883e-10,3.612693120743149e-11,-2.1169006828314772e-11,1.4541972579809352e-10,2.3146170298741844e-12,3.3342200895105545e-12
-2.2802562756709947e-10,4.2164662411937557e-11,-2.4366114651646183e-11,1.6399347555428814e-10,2.5350940784301938e-12,3.490004303579144e-12
-2.6831626493046127e-10,4.921153969110009e-11,-2.8046202211222916e-11,1.849394821978529e-10,2.7765665804263696e-12,3.653120737142578e-12
-3.157255278460495e-10,5.7436164829026666e-11,-3.2282163322681346e-11,2.0856078861073388e-10,3.0409565626123496e-12,3.8238399358093656e-12
-3.715112432195586e-10,6.703542178223808e-11,-3.715792421258148e-11,2.3519908035755653e-10,3.3305660662816074e-12,4.002449769347274e-12
-4.3715296946968984e-10,7.82390871118086e-11,-4.2770061801071045e-11,2.652398474932761e-10,3.647758575957581e-12,4.189363673354449e-12
-5.143929798115138e-10,9.131519853776744e-11,-4.9229886210777414e-11,2.9911765500793995e-10,3.9951209627046955e-12,4.3849375267647614e-12
-6.052801209877419e-10,1.0657669537427243e-10,-5.666534069085833e-11,3.3732242057897277e-10,4.375483508019512e-12,4.589523839968215e-12
-7.122260863216677e-10,1.2438894649665004e-10,-6.522376176089455e-11,3.8040692058469997e-10,4.791973431427292e-12,4.803499133296983e-12
-8.380678933795195e-10,1.4517822546350855e-10,-7.507485932290567e-11,4.2899441565359423e-10,5.248106699466679e-12,5.027422850554873e-12
-9.86143844368237e-10,1.6944210988385198e-10,-8.641384105772081e-11,4.83787767678206e-10,5.747637181131117e-12,5.26176636079742e-12
-1.160382400985518e-09,1.9776124567498288e-10,-9.946545274470279e-11,5.455795903151623e-10,6.294689453099909e-12,5.506997814470559e-12
-1.3654058012474252e-09,2.3081338330140352e-10,-1.1448835136692829e-10,6.152638342450305e-10,6.893778597959136e-12,5.7636999874751734e-12
-1.606654548995002e-09,2.6938976318205044e-10,-1.3178025959890131e-10,6.938486295494321e-10,7.549918658954308e-12,6.032488356769075e-12
-1.8905296218846322e-09,3.144134704808229e-10,-1.5168386360465398e-10,7.824706516709781e-10,8.268584582142122e-12,6.313889210588307e-12
-2.2245623585439994e-09,3.669620231530754e-10,-1.745937422409722e-10,8.824118774556051e-10,9.055691463535041e-12,6.608429628971395e-12
-2.617614372734321e-09,4.28292972677184e-10,-2.009638809722355e-10,9.951180966130457e-10,9.917753737054517e-12,6.916527270729264e-12
-3.0801143521673015e-09,4.998741942029085e-10,-2.3131680958294537e-10,1.1222197214398171e-09,1.0861829825867689e-11,7.238952638212407e-12
-3.624332608249024e-09,5.834188110419753e-10,-2.662541688234903e-10,1.2655553047509045e-09,1.1895610456143233e-11,7.576430594217535e-12
-4.264708328911687e-09,6.80926400385694e-10,-3.0646841986520887e-10,1.4271983767929598e-09,1.3027683825135196e-11,7.929641387414496e-12
-5.0182307025605845e-09,7.947306090904865e-10,-3.527565985209934e-10,1.6094873250010062e-09,1.4267508871848576e-11,8.29934442880005e-12
-5.904891375653285e-09,9.275549883167118e-10,-4.0603609810923115e-10,1.8150591758917699e-09,1.562541363460328e-11,8.686194781903683e-12
-6.948214507243484e-09,1.0825783122565892e-09,-4.673626928764564e-10,2.0468878125419853e-09,1.7112690603896194e-11,9.091018399708302e-12
-8.175880606517296e-09,1.263510837373536e-09,-5.379518443219593e-10,2.308326897791397e-09,1.8741516828891662e-11,9.514691810791996e-12
-9.620460397873799e-09,1.4746828819077756e-09,-6.192028092321337e-10,2.603158372381713e-09,2.052527097162476e-11,9.958144246255389e-12
-1.1320280146421452e-08,1.7211484185620881e-09,-7.127258371278372e-10,2.9356471804982954e-09,2.2478839573392623e-11,1.0422158791641146e-11
-1.3320437150392179e-08,2.0088060305876664e-09,-8.203743761295965e-10,3.3106031472652246e-09,2.4618426501068957e-11,1.0907736358909334e-11
-1.5673997440123978e-08,2.3445402427739863e-09,-9.442819563629628e-10,3.733450367491165e-09,2.6961748517644578e-11,1.1415903669329746e-11
-1.8443403052775547e-08,2.7363860875462875e-09,-1.0869043772631752e-09,4.210305663266078e-09,2.952809865109113e-11,1.1947601605693662e-11
-2.1702129475837172e-08,3.1937215039982466e-09,-1.251068256589143e-09,4.7480674152579e-09,3.233858175162467e-11,1.2504150868056061e-11
-2.5536633687125625e-08,3.727491971013775e-09,-1.4400272480181325e-09,5.354514684394878e-09,3.541655202196846e-11,1.308660708550839e-11
-3.004864880111011e-08,4.350472242755701e-09,-1.6575264675328097e-09,6.038420300526265e-09,3.8787639633653924e-11,1.369608899575504e-11
-3.5357882700819166e-08,5.077571984587552e-09,-1.9078762948355474e-09,6.8096778160112e-09,4.247956733614525e-11,1.4334102698067663e-11
-4.1605195144307534e-08,5.926192745892583e-09,-2.1960385288567843e-09,7.67944424957054e-09,4.652291080588971e-11,1.5001970837644983e-11
-4.895633214872186e-08,6.916644475037249e-09,-2.5277243505080504e-09,8.660301589665672e-09,5.095120179082121e-11,1.5700971282130117e-11
-5.7606326440069606e-08,8.072631650126019e-09,-2.9095074863670397e-09,9.766439008859246e-09,5.5801021133236364e-11,1.6432449761928218e-11
-6.778467030176254e-08,9.421820336301022e-09,-3.348954546806806e-09,1.1013857894915779e-08,6.11124771699827e-11,1.7197874621967937e-11
-7.976140544489105e-08,1.0996500419226105e-08,-3.854775094265423e-09,1.2420603409015796e-08,6.69295529793689e-11,1.7998825298641756e-11
-9.385428508572657e-08,1.2834358631953803e-08,-4.436993836845878e-09,1.4007025571381183e-08,7.3300338167541e-11,1.883706333704426e-11
-1.104372063161073e-07,1.497938018138739e-08,-5.1071499012127895e-09,1.5796073534843226e-08,8.027751477813929e-11,1.97142936647923e-11
-1.2995012904923865e-07,1.7482901657837107e-08,-5.8785250551264105e-09,1.7813627684473908e-08,8.791867127485023e-11,2.063230742193563e-11
-1.529107492956006e-07,2.0404839496144045e-08,-6.766407295295917e-09,2.008887405996509e-08,9.628705773688555e-11,2.159304921004669e-11
-1.799282344873964e-07,2.3815124217929866e-08,-7.788393730016664e-09,2.2654726398650517e-08,1.0545198740128129e-10,2.2598479423802445e-11
-2.1171938333354723e-07,2.7795373758373302e-08,-8.964739275369571e-09,2.554830232040513e-08,1.1548920060130959e-10,2.365075289946547e-11
-2.491276453180809e-07,3.244084707218961e-08,-1.0318758255843741e-08,2.8811460389588916e-08,1.2648180321393256e-10,2.4752067893503217e-11
-2.9314549627326026e-07,3.78627239744495e-08,-1.1877286235452418e-08,3.2491405459754776e-08,1.3852073740069144e-10,2.590464835332699e-11
-3.449407702635824e-07,4.4190765607490716e-08,-1.3671211651220774e-08,3.664137168908714e-08,1.517056127497483e-10,2.7110841346598847e-11
-4.0588764552924167e-07,5.157642031466423e-08,-1.5736088588504365e-08,4.1321392519304726e-08,1.661454952889498e-10,2.8373117312101078e-11
-4.77603098036348e-07,6.019644814527395e-08,-1.8112841170125086e-08,4.6599169204901985e-08,1.8195986777099573e-10,2.9694139576301426e-11
-5.619898060253084e-07,7.025715128785094e-08,-2.0848574591596335e-08,5.2551050182449297e-08,1.9927959929248242e-10,3.1076752702414663e-11
-6.612866266120746e-07,8.199931148437421e-08,-2.3997508800609225e-08,5.926313545655797e-08,2.1824788892763758e-10,3.252389587087062e-11
-7.781279976235442e-07,9.57039526639025e-08,-2.7622052702822194e-08,6.683252205492871e-08,2.390217159191578e-10,3.403856269379728e-11
-9.156138298933303e-07,1.1169906656648327e-07,-3.1794041627717896e-08,7.536870873654339e-08,2.617729772346759e-10,3.562369118662814e-11
-1.077391750382296e-06,1.3036746252884505e-07,-3.6596160886443594e-08,8.499518022511583e-08,2.8668987455460225e-10,3.7282629033578465e-11
-1.267753877407223e-06,1.5215592940290807e-07,-4.2123584308717834e-08,9.585119325542026e-08,3.1397855775163395e-10,3.901894951095266e-11
-1.4917506960715575e-06,1.7758592829946015e-07,-4.8485860664683605e-08,1.0809379090435693e-07,3.4386467326883183e-10,4.08362254443851e-11
-1.755325050214175e-06,2.0726607266030847e-07,-5.5809084689510165e-08,1.219000748336267e-07,3.765955290852266e-10,4.273810661743736e-11
-2.065469813772529e-06,2.419066942489495e-07,-6.42383962878621e-08,1.3746976702012908e-07,4.1244196956811154e-10,4.472855458534379e-11
-2.430413416199478e-06,2.8233684330940314e-07,-7.3940857138698e-08,1.5502809876679742e-07,4.517005418037586e-10,4.681163429510493e-11
-2.859838149907162e-06,3.295241302948081e-07,-8.510876158661847e-08,1.7482906914607006e-07,4.946960790240522e-10,4.8991758247863337e-11
-3.3651370523802237e-06,3.8459788349017435e-07,-9.796344786438322e-08,1.9715911918066546e-07,5.417842717395044e-10,5.1273448060828446e-11
-3.959716172245845e-06,4.488761768775201e-07,-1.1275968467038403e-07,2.2234127553042417e-07,5.933545924006943e-10,5.366144709068907e-11
-4.65935024450873e-06,5.238973758096861e-07,-1.29790720335116e-07,2.507398235188524e-07,6.49833621041824e-10,5.616063879820567e-11
-5.482601206967216e-06,6.114569540665138e-07,-1.4939409510687025e-07,2.8276557666692434e-07,7.116885401810835e-10,5.877625008954524e-11
-6.451310666159765e-06,7.136504650471466e-07,-1.7195833058425502e-07,3.188818196264396e-07,7.794311158145908e-10,6.151378093346685e-11
-7.591179373205264e-06,8.329236939098781e-07,-1.979306299425924e-07,3.596110099164977e-07,8.536218626157462e-10,6.437882161505982e-11
-8.932449086226904e-06,9.721311920553884e-07,-2.2782574112721377e-07,4.0554233557978957e-07,9.348745947881384e-10,6.737726553011814e-11
-1.0510704907163372e-05,1.134604594331464e-06,-2.622361586165729e-07,4.573402383504568e-07,1.0238615103194207e-09,7.051542047620082e-11
-1.2367819380440851e-05,1.3242323540003121e-06,-3.018438657793269e-07,5.157540252975519e-07,1.1213189119374912e-09,7.379983442597881e-11
-1.4553063397734458e-05,1.5455528034220948e-06,-3.4743385097212846e-07,5.816287078519972e-07,1.2280530226375073e-09,7.723724067346462e-11
-1.712441338609115e-05,1.8038627676449001e-06,-3.9990966514977034e-07,6.559172252141047e-07,1.3449468279545215e-09,8.08345960051259e-11
-2.0150089445052102e-05,2.105344329966206e-06,-4.6031132865695084e-07,7.396942286453402e-07,1.4729674459493947e-09,8.459951258172773e-11
-2.3710365244399848e-05,2.457212782605274e-06,-5.298359426341816e-07,8.341716261297055e-07,1.6131739023691782e-09,8.853982124434237e-11
-2.7899697690094237e-05,2.8678893024209297e-06,-6.098614132498724e-07,9.407161119853682e-07,1.766726165362202e-09,9.266357243826861e-11
-3.2829232841451313e-05,3.3472024829930134e-06,-7.019737582531887e-07,1.0608689342721983e-06,1.934894496931747e-09,9.697937117015611e-11
-3.8629754542254035e-05,3.9066235442072985e-06,-8.079985374237293e-07,1.1963681862106362e-06,2.119069967130879e-09,1.0149622450645867e-10
-4.545515395865787e-05,4.559540844471045e-06,-9.300370282500588e-07,1.3491739426274124e-06,2.3207761906729405e-09,1.0622350917757793e-10
-5.348651201315409e-05,5.32158026057726e-06,-1.0705078633068455e-06,1.521496603941655e-06,2.541681803756168e-09,1.1117103350954976e-10
-6.293690293556709e-05,6.210979093989034e-06,-1.2321949530979744e-06,1.7158288563625604e-06,2.7836141336695362e-09,1.1634903187035715e-10
-7.405704622321194e-05,7.2490224386786104e-06,-1.4183026418682452e-06,1.9349817078724278e-06,3.0485743835713217e-09,1.2176831309825656e-10
-8.714195672841144e-05,8.460552432292343e-06,-1.6325191853284536e-06,2.1821251158187937e-06,3.338754133147331e-09,1.2743997359001103e-10
-0.00010253876894180465,9.874562546320545e-06,-1.879089803142126e-06,2.4608337901004185e-06,3.65655327917443e-09,1.3337581517875707e-10
-0.00012065594247988415,1.1524891085713918e-05,-2.1629007456435347e-06,2.7751388234479032e-06,4.0046001217514835e-09,1.395881232715895e-10
-0.00014197409208393095,1.3451030415094494e-05,-2.4895760268281957e-06,3.12958588172627e-06,4.385772676747088e-09,1.4608963477649005e-10
-0.00016705872802930317,1.5699071149980367e-05,-2.8655887197631263e-06,3.5293007748505116e-06,4.803222357869572e-09,1.5289380587770185e-10
-0.0001965752426763376,1.832280371278046e-05,-3.2983889894920125e-06,3.9800633241411e-06,5.260399551432018e-09,1.600147004462789e-10
-0.00023130653718136465,2.138500330470561e-05,-3.7965513507163422e-06,4.488390546590861e-06,5.76108167649624e-09,1.674669074099157e-10
-0.0002721737503565154,2.4958928559758558e-05,-4.36994399253014e-06,5.061630284274041e-06,6.309403986106509e-09,1.7526566403343403e-10
-0.00032026063069314794,2.9130068985094893e-05,-5.029923408021704e-06,5.708066521692922e-06,6.909893017113123e-09,1.834269294468928e-10
-0.0003768421840590394,3.399818181593236e-05,-5.789558005569317e-06,6.437037745284057e-06,7.567502022427322e-09,1.9196722038593852e-10
-0.00044341833489134795,3.96796651666305e-05,-6.663884853384673e-06,7.259069801452312e-06,8.287650003454363e-09,2.009038122943412e-10
-0.0005217534588683407,4.631032135473041e-05,-7.670204213038831e-06,8.186024788020294e-06,9.076263311901557e-09,2.102546835363401e-10
-0.000613922780625793,5.404857196837547e-05,-8.828417034893177e-06,9.231267549255107e-06,9.93981958092499e-09,2.2003808539696183e-10
-0.0007223667803791914,6.307919448820577e-05,-1.0161411076517808e-05,1.0409851300848074e-05,1.0885395020245543e-08,2.3027292951564418e-10
-0.0008499549156898809,7.361765874781034e-05,-1.1695501716280692e-05,1.1738723740219975e-05,1.1920712570411801e-08,2.4097856582960663e-10
-0.0010000601330069044,8.59151496196714e-05,-1.3460933765291561e-05,1.3236954616977177e-05,1.3054190779982888e-08,2.5217454928855987e-10
-0.0011766458061889071,0.00010026436899914526,-1.549245048093393e-05,1.4925985035067103e-05,1.429499153611639e-08,2.638802156878983e-10
-0.0013843668750586678,0.00011700621367794223,-1.7829935311543488e-05,1.6829897551181962e-05,1.5653064197718105e-08,2.7611461758687933e-10
-0.0016286870306431941,0.0001365374231982083,-2.0519130282933145e-05,1.8975704158900694e-05,1.713918104407358e-08,2.8889594648290507e-10
-0.0019160137468844807,0.0001593192787347612,-2.3612431790148118e-05,2.139364612287694e-05,1.8764958156995078e-08,3.02240356911345e-10
-0.0022538526985243714,0.00018588740342565985,-2.716975903030253e-05,2.4117494785037736e-05,2.0542851409217948e-08,3.1616115894511737e-10
-0.0026509824870565323,0.0002168626556349423,-3.12594811216272e-05,2.7184835116086733e-05,2.248611462780387e-08,3.30667225542277e-10
-0.003117649401784577,0.0002529630034250945,-3.5959374257484804e-05,3.063730283102653e-05,2.460869910531521e-08,3.457605577088605e-10
-0.0036657798482223345,0.00029501609802056996,-4.1357557488576974e-05,3.452072987725616e-05,2.692506479856765e-08,3.614333533582745e-10
-0.004309204624507263,0.00034397199440903677,-4.755332149134129e-05,3.888513024662823e-05,2.9449863223329946e-08,3.776639371821693e-10
-0.005063883808451571,0.00040091505717854505,-5.4657714799706826e-05,4.378442641131167e-05,3.219743642094031e-08,3.9441092870562725e-10
-0.005948112893902168,0.00046707349133343523,-6.279368206466668e-05,4.927577466105939e-05,3.518105828535467e-08,4.1160545055345423e-10
-0.00698267924157896,0.0005438241074182324,-7.209545591464361e-05,5.54182952749949e-05,3.8411823305909926e-08,4.2914114366545106e-10
-0.00819092247384692,0.0006326888543722661,-8.270678960271782e-05,6.227095480140328e-05,4.189707151447858e-08,4.4686146525359983e-10
-0.00959863375735984,0.0007353184006273714,-9.477749443911902e-05,6.988929465100671e-05,4.563823135514916e-08,4.64543796419161e-10
-0.011233709809532528,0.0008534568492916383,-0.00010845764700086939,7.832067789833548e-05,4.962798027285604e-08,4.818805073519668e-10
